;must_have;nice_to_have;work_methodology;equipment_supplied;specs;perks_in_the_office;benefits;url
0;['Java', 'Spring', 'PostgreSQL', 'English', 'Team player', 'Communication skills', 'Critical thinking', 'Problem solving'];['Jenkins', 'Docker', 'React', 'Redux', 'Bootstrap', 'Kubernetes', 'Nexus'];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Modern office', 'Startup atmosphere', 'No dress code'];['Sport subscription', 'Training budget', 'Private healthcare', 'Small teams', 'International projects'];https://nofluffjobs.com/job/senior-backend-developer-winged-it-warsaw-7ao7odh0
1;['Java', 'English'];['Docker', 'Kubernetes', 'Solr'];['Integration tests', 'QA manager', 'Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Version control system', 'Build server'];['Operating System', 'Computer'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Shower', 'No open space'];['International projects', '500 PLN per month as benefits package'];https://nofluffjobs.com/job/java-engineer-search-technologies-objectstyle-warszawa-qugdnebv
2;['SQL', 'REST', 'Linux', 'hadoop', 'spark', 'nosql', 'English'];['Java', 'Python', 'Scala', 'javascript', 'machine learning'];['Knowledge repository', 'Version control system', 'Distributed team', 'Research and Experimentation'];['Operating System', 'Computer', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Shower', 'No dress code', 'No open space', 'City center'];['International projects', 'Socially important project', '500PLN monthly benefits package'];https://nofluffjobs.com/job/data-engineer-wikipedia-objectstyle-warszawa-gyghqyga
3;['Java', 'Spring', 'Jenkins', 'Docker', 'MongoDB', 'English', 'Communication skills'];[];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Remote work'];['Flat structure', 'Small teams', 'International projects'];https://nofluffjobs.com/job/senior-java-developer-fully-remotely-winged-it-rfxmvcf4
4;['.NET', 'MVC', 'SQL Server', 'MS SQL', 'c#', 'EU Residency', 'ASP .NET', 'English', 'Team player', 'Communication skills', 'Problem solving', '3+ years of XP', 'Analytical Skills'];['WCF', 'WPF', 'Azure', 'REST', 'Web API', 'Websphere MQ', 'SOAP', 'Design Patterns', 'TDD', 'CI/CD', 'angular'];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Code reviews', 'Pair programming', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Relocation package', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'Modern office', 'No dress code', 'Kitchen', 'Play room'];['Sport subscription', 'Training budget', 'Flat structure', 'International projects', 'Conference budget', 'Team Events', 'Private health care', 'Pluralsight', 'Certificates'];https://nofluffjobs.com/job/net-developer-backend-next-it-poznan-dqtyamqx
5;['PHP', 'MySQL', 'Git', 'REST', 'Docker', 'Elasticsearch', 'Redis', 'angular', 'unit test', 'oop', 'laravel'];['ansible', 'devops'];['Unit tests', 'Issue tracking tool', 'Code reviews', 'Version control system'];['Operating System', 'Computer'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];[];['Small teams'];https://nofluffjobs.com/job/remote-senior-php-backend-developer-dommania-3pgrpd3o
6;['Java', 'Jenkins', 'Spring Boot', 'Microsoft SQL Server', 'Cloud'];['Cloud2'];['Integration tests', 'Unit tests', 'Agile management', 'Issue tracking tool'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Shower', 'Modern office', 'No dress code'];['Sport subscription', 'Private healthcare', 'International projects'];https://nofluffjobs.com/job/senior-java-developer-prodata-consult-warsaw-fvjxgyr2
7;['Java', 'Spring', 'Hibernate', 'Communication skills', 'Critical thinking', 'Problem solving'];['Docker', 'Kubernetes', 'microservices'];['Integration tests', 'QA manager', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Free snacks', 'Free beverages', 'Modern office', 'Startup atmosphere', 'No dress code'];['Sport subscription', 'Training budget', 'Private healthcare', 'International projects'];https://nofluffjobs.com/job/java-developer-itds-polska-warszawa-nlpme3ad
8;['Java', 'Spring', 'Hibernate', 'Java EE', 'SQL', 'Student/graduate of IT studies', 'Java 8', 'English', 'Polish', '2+ years of development experience'];['Maven', 'SOAP', 'XML', 'Agile'];['Tester(s)', 'Agile management', 'Issue tracking tool', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Modern office', 'No dress code'];['Sport subscription', 'Private healthcare', 'International projects'];https://nofluffjobs.com/job/java-developer-dahliamatic-warszawa-cgeqd8ls
9;['Python', 'Django', 'Linux', 'Git', 'REST', 'Flask', 'Unit tests', 'Relational and NoSQL databases', 'CI/CD', 'OOP and design patterns', 'English', 'Team player', 'Communication skills', 'Problem solving', 'Proactivity'];['Docker', 'Redis', 'AWS', 'Leadership skills'];['Integration tests', 'QA manager', 'Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'In-house hack days', 'Modern office', 'Startup atmosphere', 'No dress code'];['Flat structure', 'Small teams', 'International projects'];https://nofluffjobs.com/job/python-developer-ecumene-ventures-warsaw-uhtyrfh9
10;['Scala', 'Java', 'Spark'];['Azure', 'Databricks', 'React.js'];['Integration tests', 'Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Version control system', 'Build server'];['Operating System', 'Computer'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];[];[];https://nofluffjobs.com/job/remote-senior-scala-developer-codingisthinking-itcwfrqt
11;['SQL', 'Git', 'REST', 'AWS', 'Ruby on Rails', 'Heroku', 'Capybara', 'RSpec', 'FactoryBot', 'Elasticsearch', 'ActiveJob', 'English', 'Team player', 'Communication skills', 'Critical thinking', 'Problem solving', 'Proactivity'];['Spree Commerce', 'Leadership skills'];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Free snacks', 'Free beverages', 'In-house trainings', 'Modern office', 'Startup atmosphere', 'No dress code', 'Free breakfast'];['Sport subscription', 'Private healthcare', 'International projects'];https://nofluffjobs.com/job/remote-ruby-on-rails-engineer-spark-solutions-tvbmocdu
12;['Scala', 'PostgreSQL', 'Polish', 'Communication skills', 'Problem solving', 'functional programming'];['Java', 'Akka', 'Kafka', 'Docker', 'RabbitMQ', 'Ansible', 'javascript', 'Monix', 'Cats', 'GeoJSON', 'ArcGIS', 'bash', 'linux'];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Playroom', 'Startup atmosphere', 'No dress code'];['Sport subscription', 'Private healthcare', 'Flat structure', 'Small teams'];https://nofluffjobs.com/job/remote-scala-engineer-datarino-financial-nbqglcnu
13;['PostgreSQL', 'Elixir', 'GraphQL', 'English', 'Team player', 'Communication skills', 'Critical thinking', 'Problem solving'];['Phoenix', 'Amazon AWS'];['Agile management', 'Issue tracking tool', 'Knowledge repository', 'Version control system'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Shower', 'Free snacks', 'Modern office', 'Startup atmosphere', 'No dress code', 'fruit and vegetables every day'];['Sport subscription', 'Training budget', 'Private healthcare', 'Flat structure', 'Small teams', 'International projects'];https://nofluffjobs.com/job/elixir-developer-codibly-krakow-vmd1guog
14;['Git', 'Linux', 'Docker', 'Rust', 'MySQL', 'Unit test', 'English', 'Polish'];['CI/CD', 'Microservices', 'Web development', 'Prometheus', 'Grafana', 'SOLID'];['Integration tests', 'Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Static code analysis', 'Version control system', 'Build server', 'Workshops', 'e2e tests'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Shower', 'In-house trainings', 'Modern office', 'Startup atmosphere', 'No dress code'];['Training budget', 'Private healthcare', 'Flat structure', 'Small teams'];https://nofluffjobs.com/job/backend-developer-with-rust-piwik-pro-wroclaw-tvpiaszo
15;['PHP', 'Symfony', 'Docker', 'RabbitMQ', 'AWS', 'English', 'Polish', 'Team player', 'Communication skills', 'Leadership skills', 'Critical thinking', 'Problem solving', 'Proactivity'];['react'];['Integration tests', 'QA manager', 'Tester(s)', 'Agile management', 'Code reviews', 'Pair programming', 'Version control system'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'Free snacks', 'Free beverages', 'Free lunch', 'Mobile phone', 'Free parking', 'In-house trainings', 'In-house hack days', 'Modern office', 'Startup atmosphere'];['Sport subscription', 'Training budget', 'Private healthcare', 'Flat structure', 'Small teams', 'International projects'];https://nofluffjobs.com/job/senior-php-engineer-link-group-warsaw-haww2nxj
16;['Java', 'Git', 'Maven', 'Docker', 'Big Data', 'Data Warehouse', 'Scala', 'microservices', 'SBT', 'Kubernetes', 'English', 'Team player', 'Communication skills'];['AWS', 'python', 'Kafka', 'Kinesis', 'Flink', 'Grafana', 'Kibana', 'Terraform', 'Cloud Formation'];['Integration tests', 'Unit tests', 'Agile management', 'Knowledge repository', 'Code reviews', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'In-house trainings', 'In-house hack days', 'Modern office', 'Startup atmosphere', 'No dress code'];['Sport subscription', 'Training budget', 'Private healthcare', 'Small teams', 'International projects'];https://nofluffjobs.com/job/senior-java-developer-big-data-stepstone-services-warszawa-mrhloij9
17;['.NET', 'English', 'Polish'];['Azure', 'Visual Studio', 'REST', 'SQL Server', 'MS SQL', 'Web API', 'RPA', 'Problem solving'];['Integration tests', 'Agile management', 'Knowledge repository', 'Code reviews'];['Operating System', 'Computer', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Playroom', 'Free beverages', 'No dress code'];['Sport subscription', 'Private healthcare', 'International projects'];https://nofluffjobs.com/job/senior-net-developer-dxc-technology-wroclaw-fjsjagpx
18;['Azure', 'Operating Systems', 'Business Applications', 'English', 'Polish'];['SQL', '.NET', 'AWS', 'RPA', 'Problem solving'];['Integration tests', 'Agile management', 'Knowledge repository', 'Code reviews'];['Operating System', 'Computer', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Playroom', 'Free beverages', 'No dress code'];['Sport subscription', 'Private healthcare', 'International projects'];https://nofluffjobs.com/job/senior-system-administrator-dxc-technology-wroclaw-ocxbatqx
19;['PHP', 'MySQL', 'Git', 'REST', 'unit test', 'Polish', 'SOLID', 'clean code'];['Symfony', 'Docker', 'RabbitMQ', 'microservices', 'html', 'hexagonal architecture', 'software craftsmanship', 'Communication skills', 'Problem solving'];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Shower', 'Free parking', 'In-house trainings', 'Modern office', 'No dress code'];['Sport subscription', 'Flat structure', 'Small teams', 'Trainings', 'English lessons', 'emlplyee volunteering'];https://nofluffjobs.com/job/senior-php-engineer-librus-sp-k-katowice-rujndkit
20;['React', 'JavaScript', 'React Native', 'Native App Development', 'Swift OR Objective-C', 'Scrum experience', 'English', 'Team player', 'Communication skills'];['OpenShift', 'Banking experience'];['Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Version control system'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Relocation package', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'No dress code'];['Sport subscription', 'Private healthcare', 'Flat structure', 'Small teams', 'International projects'];https://nofluffjobs.com/job/frontend-developer-with-react-native-prodata-consult-warszawa-3v8ctt0i
21;['React', 'JavaScript', 'CSS', 'Git', 'REST', 'Polish'];['Redux', 'webpack', 'TypeScript', 'Team player'];['Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Code reviews', 'Pair programming', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Shower', 'Free parking', 'In-house trainings', 'No dress code', 'No open space'];['Sport subscription', 'Flat structure', 'Small teams', 'English lessons', 'emlplyee volunteering'];https://nofluffjobs.com/job/frontend-developer-librus-sp-k-katowice-gvx6o03o
22;['React', 'JavaScript', 'CSS', 'HTML', 'English', 'Polish', 'Communication skills', 'Critical thinking', 'Problem solving', 'Proactivity'];['Redux', 'Angular', 'REST', 'TypeScript'];['Integration tests', 'Unit tests', 'Tester(s)', 'Knowledge repository', 'Code reviews'];['Operating System', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Free snacks', 'Free parking', 'In-house trainings', 'Modern office', 'No dress code'];['Sport subscription', 'Private healthcare', 'Flat structure', 'Small teams', 'International projects'];https://nofluffjobs.com/job/react-developer-leocode-remote-eucgutfd
23;['JavaScript', 'TypeScript', 'REST', 'jQuery', 'Angular', 'React', 'CSS', 'HTML', 'vue.js', 'English'];['Git', 'ECMAScript', 'Express.js', 'Grunt', 'webpack', 'Sass', 'Less', 'Node.js'];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Code reviews'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Relocation package', 'Freedom to choose tools'];['Free coffee', 'Gym', 'Playroom', 'Free snacks', 'Free beverages', 'Modern office', 'Startup atmosphere', 'No dress code'];['Sport subscription', 'Training budget', 'Private healthcare', 'Small teams', 'International projects'];https://nofluffjobs.com/job/frontend-developer-power-media-wroclaw-b5e7gwhw
24;['Angular', 'JavaScript', 'CSS', 'HTML', 'TypeScript', 'English', 'Team player'];[];['Unit tests', 'Tester(s)', 'Agile management', 'Code reviews', 'Version control system'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'In-house trainings', 'Modern office', 'No dress code'];['Sport subscription', 'Training budget', 'Private healthcare', 'International projects'];https://nofluffjobs.com/job/angular-developer-sii-poznan-n9nqvofv
25;['Angular', 'JavaScript', 'HTML', 'TypeScript', 'Bootstrap', 'css / scss', 'REST API'];['RxJS', 'jenkins', 'Artifactory', 'GitLab', 'redux'];['Unit tests', 'Agile management', 'Code reviews', 'Version control system'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Shower', 'Modern office'];['Private healthcare'];https://nofluffjobs.com/job/angular-developer-madiff-warszawa-eqiw9jkg
26;['JavaScript', 'Git', 'English', 'Communication skills', 'Problem solving', 'Proactivity'];['TypeScript', 'REST', 'React', 'CSS', 'HTML', 'webpack', 'Sass'];['Integration tests', 'QA manager', 'Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Free snacks', 'Free beverages', 'Free parking', 'In-house trainings', 'In-house hack days', 'No dress code', 'Free breakfast'];['Sport subscription', 'Training budget', 'Private healthcare', 'Small teams', 'International projects', '80% Creativity tax'];https://nofluffjobs.com/job/senior-frontend-engineer-guidewire-software-krakow-ye6rybdv
27;['JavaScript', 'Strong coding skills', 'MSc or equivalent experience', 'Modern JavaScript', 'At least one modern framework', 'English', '3+ years of commercial experience'];['JavaScript', 'TypeScript', 'ECMAScript', 'Angular', 'React', 'CSS', 'vue.js', 'Reactive UI', 'Experience at product SaaS companies', 'Open-source contributions', 'Experience with big projects and codebases', 'Team player', 'Problem solving', 'Tech leadership', 'Self-driven', 'Proactive', 'Proficient English'];['Integration tests', 'QA manager', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Static code analysis', 'Version control system', 'Build server', 'Commit on the first day', 'One command build possible'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Relocation package', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'Free snacks', 'Free beverages', 'Free lunch', 'In-house trainings', 'In-house hack days', 'Modern office', 'Startup atmosphere', 'No dress code', 'Free breakfast', 'Kitchen'];['Sport subscription', 'Training budget', 'Private healthcare', 'Flat structure', 'Lunch card', 'Small teams', 'International projects', 'In-house trainings', 'In-house hack days', 'Conference budget', 'Team Events', 'Private health care', 'Traveling to the US'];https://nofluffjobs.com/job/frontend-developer-sumo-logic-warsaw-vsyo8apu
28;['JavaScript', 'Git', 'ECMAScript', 'CSS', 'HTML', 'English', 'Team player', 'Communication skills', 'Problem solving', 'Proactivity', 'Analytical skills'];[];['Integration tests', 'QA manager', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'Free snacks', 'Free parking', 'In-house trainings', 'Startup atmosphere', 'No dress code', 'Foosball and table tennis championships', 'Company events!'];['Sport subscription', 'Training budget', 'Private healthcare', 'Flat structure', 'Small teams', 'International projects', 'Great atmosphere!', 'Days off for personal development'];https://nofluffjobs.com/job/senior-javascript-developer-cksource-warszawa-reh6mj4n
29;['JavaScript', 'CSS', 'HTML', 'TypeScript', 'Git', 'RxJS', 'jQuery', 'English'];[];['Integration tests', 'Unit tests', 'Tester(s)', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Version control system', 'Build server'];['Operating System'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Gym', 'Canteen', 'Bike parking', 'Shower', 'Free snacks', 'Mobile phone', 'In-house trainings', 'Modern office', 'No dress code'];['Sport subscription', 'Training budget', 'Private healthcare', 'Small teams', 'Life Insurance'];https://nofluffjobs.com/job/junior-frontend-developer-cpl-jobs-warsaw-g0gucjoj
30;['JavaScript', 'React', 'CSS', 'HTML', 'English', 'Communication skills'];['Polish', 'Team player', 'Leadership skills', 'Critical thinking', 'Problem solving', 'Proactivity'];['Integration tests', 'Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Version control system', 'Build server'];['Operating System', 'Computer'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Gym', 'Bike parking', 'Playroom', 'Shower', 'Mobile phone', 'In-house trainings', 'In-house hack days', 'Modern office', 'Startup atmosphere', 'No dress code'];['Sport subscription', 'Training budget', 'Private healthcare', 'Flat structure', 'International projects'];https://nofluffjobs.com/job/senior-frontend-engineer-remote-olx-group-anwohiik
31;['Angular', 'JavaScript', 'CSS', 'HTML', 'React', 'Design UI prototypes', 'Redux', 'HTTP/REST', 'Perform frontend requirements analysis', 'vue.js', 'English', 'Team player', 'Communication skills', 'Problem solving', 'Analytical skills'];['TypeScript', 'REST', 'webpack', 'Knowledge of Test automation tools (Cypress, Puppeteer)', 'CICD', 'UI prototyping tools (Sketch, Invision, Figma)', 'Node.js / Python / Java', 'Graphics software - Adobe Suite / Photoshop', 'Familiarity with a mobile first design approach'];['Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Pair programming', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Playroom', 'Shower', 'Free snacks', 'Free beverages', 'Free parking', 'In-house trainings', 'In-house hack days', 'Modern office', 'Startup atmosphere', 'No dress code', '3D printer', 'Sponsored trainings and certification'];['Sport subscription', 'Training budget', 'Private healthcare', 'Flat structure', 'Small teams', 'International projects', 'Greenfield projects'];https://nofluffjobs.com/job/front-end-developer-appliscale-krakow-5x9tti8c
32;['JavaScript', 'REST', 'Angular', 'React', 'English', 'Polish'];['TypeScript', 'Node.Js', 'GraphQL', 'GCP/AWS'];['QA manager', 'Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Canteen', 'Bike parking', 'Playroom', 'Shower', 'Free snacks', 'Free beverages', 'In-house trainings', 'Modern office', 'No dress code', 'Adjustable desk'];['Sport subscription', 'Private healthcare', 'Lunch card', 'Travel Allowance', 'Free catered lunches', 'Life Insurance'];https://nofluffjobs.com/job/javascript-developer-openx-krakow-yvcbkslh
33;['React', 'JavaScript', 'CSS', 'HTML', 'REST', 'TypeScript', 'Jenkins', 'English', 'Team player', 'Leadership skills', 'Problem solving', 'Proactivity'];['Java', 'Docker', 'AWS', 'Node.js'];['Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Free snacks', 'Free beverages', 'In-house trainings', 'Modern office', 'No dress code'];['Private healthcare', 'Flat structure', 'Small teams', 'International projects'];https://nofluffjobs.com/job/experienced-front-end-developer-bluestone-poland-gdansk-kprqtz5f
34;['React', 'JavaScript', 'CSS', 'HTML', 'REST', 'TypeScript', 'Jenkins', 'English', 'Team player', 'Leadership skills', 'Problem solving', 'Proactivity'];['Java', 'Docker', 'AWS', 'Node.js'];['Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Static code analysis', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Job profile', 'Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Free snacks', 'Free beverages', 'In-house trainings', 'Modern office', 'No dress code'];['Private healthcare', 'Small teams', 'International projects'];https://nofluffjobs.com/job/team-lead-front-end-developer-react-bluestone-poland-gdansk-ogincngk
35;['Angular', 'JavaScript', 'TypeScript', 'React', 'Sass', 'English'];['REST', 'Karma', 'webpack', 'RxJS'];['Unit tests', 'Agile management', 'Issue tracking tool', 'Knowledge repository', 'Code reviews', 'Version control system', 'Build server'];['Operating System', 'Computer', 'Monitors'];['Start', 'Contract duration', 'Paid holiday', 'Part time work', 'Remote possible', 'Flexible hours', 'Travel involved', 'Freedom to choose tools'];['Free coffee', 'Bike parking', 'Free beverages', 'Free parking', 'In-house trainings', 'Modern office', 'No dress code'];['Sport subscription', 'Private healthcare', 'Small teams'];https://nofluffjobs.com/job/regular-senior-frontend-developer-sii-polska-lodz-iodeafzq
